BHK_NO.,SQUARE_FT,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
3,1344.164572,"Kandivali (East),Lalitpur",19.1955,72.8728,230
2,1260.675071,"Sector - 1 Dharuhera,Dharuhera",28.211607,76.787033,31
1,592.8005284,"Moshi,Pune",18.669919,73.853723,35.9
2,988.1756757,"Moshi,Pune",18.669919,73.853723,46.8
2,869.6912596,"Mulund (West),Maharashtra",19.1759,72.9522,180
2,639.9844065,"Kolshet Road,Mumbai",19.249861,72.963866,98.5
3,1409.910844,"Banjara Layout,Bangalore",12.96991,77.59796,68
3,2739.726027,"Domlur,Bangalore",12.96082,77.63613,240
3,1425.081433,"Amalanagar,Thrissur",10.52,76.21,35
2,1100.296234,"Soma Talav,Vadodara",22.273345,73.232995,26
2,820.2099738,"Pholriwal,Jalandhar",31.261414,75.589997,25
2,804.86158,"Bavdhan,Pune",18.510418,73.781944,59.6
1,800,"Bommanahalli,Bangalore",12.907374,77.625811,30
2,1070.216654,"Sector-137 Noida,Noida",28.506454,77.409568,41
3,1635.220126,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,65
2,1000,"Wagholi,Pune",18.5823,73.983,46
4,3200,"Bandra (West),Mumbai",19.05444,72.84056,1200
3,1000,"Sector 89 Faridabad,Faridabad",28.431903,77.364821,28.6
3,1896.034129,"Chikkagubbi,Bangalore",13.083227,77.66279,120
2,1040.041602,"Sector 25 Nerul,Lalitpur",28.582887,77.339935,140
3,1423.267327,"Madhurawada,Visakhapatnam",17.815234,83.35818,57.5
2,1256.767208,"Sector-77 Noida,Noida",28.568096,77.390253,65
2,1111.111111,"Mogappair West,Chennai",13.077741,80.164903,60
3,1134.215501,"Barrackpore,Kolkata",22.75,88.36667,30
3,1550.044287,"Sector 10 Kharghar,Maharashtra",19.033956,73.075342,140
1,600.0648719,"Tinhewadi Road,Pune",18.52361,73.84778,18.5
2,1137.931034,"Naini,Allahabad",25.3945,81.8615,33
3,139428.5714,"Sector-150 Noida,Noida",28.429614,77.481711,9760
2,979.4776119,"Khorlim,Goa",15.595677,73.800991,42
2,1106.106106,"Bansdroni,Kolkata",22.470809,88.363181,44.2
3,2100.210021,"Saproon,Solan",30.92,77.12,70
1,548.3028721,"Sawantwadi,Sindhudurg",15.963927,73.998901,16.8
2,1135.03305,"Rajarajeshwari Nagar 5th Stage,Bangalore",12.919423,77.522774,60.1
2,1223.657376,"Labhandi,Raipur",21.241299,81.699326,36
1,563.0278386,"Kedari Nagar,Pune",18.484943,73.904242,36
3,1825.557809,"Vemali,Vadodara",22.35962,73.187321,45
4,2261.685374,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,270
3,1754.704149,"Sector-91 Mohali,Mohali",30.698017,76.679016,77.4
5,3281.378179,"Old Matigara,Siliguri",26.724219,88.326357,200
1,640.2313094,"Sunny Enclave,Mohali",30.664299,76.817624,15.5
3,1255.155101,"Sector 12 Kharghar,Lalitpur",19.042483,73.066371,140
3,1509.123337,"Action Area IID,Kolkata",40.67197199,-86.15292909,110
2,1127.57732,"Malad (West),Maharashtra",19.1849,72.8347,140
2,1206.123396,"E M Bypass,Kolkata",22.54111,88.33778,78
2,724.1129616,"Goregaon (East),Mumbai",19.1615,72.8731,140
1,328.1721687,"Kalyan (West),Mumbai",19.245347,73.124577,33.7
2,1100,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,44
2,950.0308452,"Kolshet Road,Mumbai",19.249861,72.963866,77
1,584.9908073,"Sainath Nagar,Pune",18.628795,73.852993,35
3,1772.479173,"Gazipur,Mohali",30.638175,76.829909,61.7
3,1642.305797,"Sector-93 A Noida,Noida",21,77,100
2,790.0280899,"Chembur,Mumbai",19.05871,72.89969,180
3,1518.218623,"Bank More,Dhanbad",23.883763,87.125381,45
2,1040.240898,"Sector-143 Noida,Noida",28.5035,77.426447,38
2,1060.204468,"Kumarpur,Asansol",23.694909,86.939424,28
1,700.2096436,"Royal Court Neemrana,Neemrana",27.98889,76.38833,16.7
1,420.0610998,"Sector-87 Noida,Noida",28.527249,77.412523,16.5
3,1450.075956,"Kandivali (East),Lalitpur",19.1955,72.8728,210
3,1603.031186,"BJB Nagar,Bhubaneswar",20.250918,85.844657,110
2,947.4974919,"Goregaon (East),Lalitpur",19.1615,72.8731,170
1,602.0642202,"Keshav Nagar,Pune",27.16726,75.709505,42
3,1330.008313,"Hoskote,Bangalore",13.07,77.8,80
3,1447.828258,"Zirakpur,Mohali",30.65,76.82,58
2,1074.782215,"Kanjur Marg (East),Maharashtra",18.96,72.82,190
3,1470.047777,"E M Bypass,Kolkata",22.54111,88.33778,80
3,1550.387597,"Trikamnagar,Surat",21.17,72.83,30
1,560.0229753,"Mira Bhayandar,Mumbai",19.259521,72.883037,39
2,1200.154859,"Vijayanagar,Bangalore",12.96991,77.59796,62
3,1803.833145,"Sector-48 Gurgaon,Gurgaon",28.415742,77.028867,160
2,883.1321754,"Krishna Nagar,Pondicherry",11.952025,79.823971,30
3,1200.162734,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,29.5
1,783.5325365,"Chanod Colony,Vapi",20.36667,72.9,17.7
2,910.0837277,"Mohan Nagar,Nagpur",21.159018,79.085738,50
3,751.1737089,"New Nawpara,Kolkata",22.55361,87.984436,24
3,1174.285714,"Noida Extension,Noida",28.579004,77.431173,41.1
3,1344.086022,"Sector-119 Noida,Noida",28.587711,77.403123,80
3,1499.812523,"Jagatpura,Jaipur",26.832353,75.841749,40
3,1330.229465,"Manpada,Mumbai",19.239813,72.962722,160
2,629.0684317,"Sion (West),Maharashtra",19.044874,72.863405,230
3,1640.112465,"Mullanpur,Chandigarh",30.73528,76.79111,70
3,1175,"Mango,Jamshedpur",22.835481,86.221099,28.2
1,650.0072223,"Sector-9 Ulwe,Mumbai",18.973908,73.025106,45
2,1057.867684,"Tumkur Road,Bangalore",13.34222,77.10167,63.8
2,1110.385369,"Thara,Bhiwadi",28.162032,76.811066,17
2,815.0851582,"Kandigai,Chennai",13.234221,80.212829,33.5
2,1118.257261,"Mirzapur,Darbhanga",26.018827,85.91829,53.9
1,580.0464037,"Malleshwaram,Bangalore",13.0097,77.5648,45
2,900.0382995,"Bapod,Vadodara",22.304805,73.23414,23.5
3,1250,"Kengeri,Bangalore",12.919987,77.489265,54
2,915.0526155,"DTE COLONY,Chennai",13.028627,80.252681,60
1,659.8984772,"Nalasopara East,Lalitpur",24.69028,78.41889,32.5
3,1063.568682,"Chembur,Mumbai",19.05871,72.89969,260
1,650,"Sector-15 Ghansoli,Maharashtra",19.126499,72.99956,65
3,1100.513573,"Kanjur marg (west),Maharashtra",18.96,72.82,270
2,1060.070671,"Ponnurunni,Kochi",9.930471,76.271273,45
3,1446.201311,"Sector-70 Noida,Noida",28.59632,77.38143,75
2,990.0990099,"Sector-8 Ulwe,Maharashtra",19.216097,72.821721,72
2,1273.529412,"Pahala,Bhubaneswar",20.26444,85.82806,43.3
3,1550.120565,"Sector-78 Noida,Noida",28.560719,77.386208,90
3,1779.935275,"Kaloor,Kochi",9.994,76.292,110
3,1402.147971,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,47
2,1128.031585,"NH-8,Dharuhera",12.973237,77.646859,20
2,1204.013378,"Nagasandra,Bangalore",13.041421,77.500532,90
2,1038.178165,"Sector-75 Noida,Noida",28.576117,77.382136,31
2,834.5939179,"Kandivali (East),Mumbai",19.1955,72.8728,160
2,1014.957265,"Ghodbunder Road,Lalitpur",24.69028,78.41889,95
2,953.0201342,"Kasavanhalli,Bangalore",12.9077,77.6755,71
3,1187.08452,"Vasanthapuram neat maharishi vidhya Mandir school,Chennai",13.074579,80.23544,50
1,651.0618509,"Sector 17 Ulwe,Mumbai",18.964489,73.019574,42
4,1628.075253,"Sector-106 Gurgaon,Gurgaon",28.50437,76.996356,270
2,1050.019091,"Kallumantapa,Bangalore",12.96991,77.59796,55
3,1274.534795,"4th T block Jayanagar,Bangalore",12.925,77.595,150
3,1075.268817,"Mahawadiya,Bhopal",23.11702,77.39529,22
3,1500,"New Town,Kolkata",22.5922,88.484911,78
2,965.0180941,"Sector-134 Noida,Noida",28.5041,77.381557,32
3,1455.108359,"Bannerghatta Road,Bangalore",12.808137,77.58308,70.5
1,398.0099502,"Doddanagamangala,Bangalore",12.858602,77.679339,200
2,1030.927835,"Hiranandani Gardens - Powai,Lalitpur",19.124896,72.893503,270
1,700.2188184,"Jolva,Bharuch",21.7,72.96667,16
2,1090.135602,"Ulwe,Mumbai",18.973908,73.025106,82
3,1440.126258,"Kompally,Secunderabad",17.546483,78.480303,73
3,1364.25648,"Sector-134 Noida,Noida",28.5041,77.381557,50
3,1532.175689,"Ballygunge Place,Kolkata",22.529,88.368,120
1,710.1449275,"Neral,Mumbai",18.96667,72.83333,24.5
2,578.0346821,"Mira Road East,Mumbai",19.2836,72.8675,80
2,1330.082022,"Kopara,Mumbai",19.932263,86.097721,120
2,1200.120012,"Chilakaluripeta,Guntur",16.08917,80.16722,40
1,710.0097452,"Sector 22 Kamothe,Lalitpur",23.234655,72.651815,51
4,1600.365798,"Mansarovar,Jaipur",26.8626,75.7633,35
5,4500,"Juhu,Lalitpur",19.1026,72.8243,1800
1,631.018234,"Punawale,Pune",18.637802,73.745912,30.8
3,1347.708895,"Dhauli,Bhubaneswar",20.18646,85.846045,60
3,1151.867591,"Selvam Nagar,Chennai",13.09,80.27,51.5
2,1444.154248,"Whitefield,Bangalore",12.9958935,77.761394,94
3,1535.240754,"Malleshpalya,Bangalore",12.976741,77.674509,88
3,1077.19037,"Jessore Road,Kolkata",22.54111,88.33778,43.4
2,1039.91949,"Mango,Jamshedpur",22.835481,86.221099,31
2,1270.110076,"Brookefield,Bangalore",12.9657,77.7188,60
2,850,"Sector-34 Noida,Noida",28.583704,77.360401,51
3,1056.05199,"Iyyappanthangal,Chennai",13.035866,80.135164,52
3,2619.010938,"Mohamadwadi,Pune",18.52361,73.84778,170
2,1171.303075,"Sundarpada,Bhubaneswar",20.230195,85.816005,32
3,1400.041178,"5th Phase JP Nagar,Bangalore",12.905368,77.580403,68
4,3186.336987,"Sector-128 Noida,Noida",28.522931,77.357078,250
3,2407.152682,"Sector 19 Kharghar,Lalitpur",19.048979,73.078232,280
2,800.2013085,"Guru Teg Bahadur Nagar,Mohali",30.75501,76.640515,15.9
3,1800.055386,"Zirakpur,Chandigarh",30.662283,76.822397,65
2,1140.223193,"Joka,Kolkata",22.452032,88.298947,47
3,1894.986182,"Gopalapura,Bangalore",13.152958,77.426875,240
2,650.0541712,"Gujarat Housing Board,Rajkot",21.727799,70.439387,12
3,1325.178389,"Zirakpur,Mohali",30.65,76.82,52
2,1349.932503,"Kothrud,Pune",18.5101,73.8141,90
2,1188.242652,"Beside Ramkrishna Hospital, Opp- JAINAM VIHAR,Raipur",26.339449,84.282491,38
3,1820.087669,"Budigere,Bangalore",13.141581,77.749756,95.5
2,849.8583569,"Mahadik Vasahat,Kolhapur",16.7,74.23333,45
2,775.1091703,"Sholinganallur,Chennai",12.90015,80.22791,35.5
2,774.0774077,"Dombivli (East),Lalitpur",19.2167,73.0833,43
2,1153.003574,"Sector 20 Ulwe,Lalitpur",28.5822,77.3293,100
2,1250,"Sector 34C Kharghar,Mumbai",19.038205,73.06612,90
2,1364.877161,"Civil Lines,Allahabad",25.4513,81.828,90
3,144598.338,"Sarjapur Road,Bangalore",12.86,77.786,7830
2,1110.022853,"Sector-76 Noida,Noida",28.567633,77.383124,68
4,2263.231198,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,130
2,1170.138076,"Kaushambi,Ghaziabad",28.638934,77.326457,50
2,900,"Punjabi Bagh,Bhopal",23.258447,77.44113,27
3,1625.239006,"Sector-74 Noida,Noida",28.577673,77.389781,85
2,872.7181795,"Uttarahalli,Bangalore",12.90579,77.54264,34.9
2,951.8579535,"Ravet,Pune",18.651598,73.735448,52
1,350.1094092,"Madhuban Bapudham,Ghaziabad",28.707966,77.487603,8
4,3200,"Bandra (West),Lalitpur",19.05444,72.84056,1200
3,1819.836215,"Budigere,Bangalore",13.141581,77.749756,100
4,2550,"Tejpur Gadbadi,Indore",22.727957,76.470966,91.8
1,619.0800471,"Mulund (West),Maharashtra",19.1759,72.9522,100
3,1505.263158,"Kaliganj,Durgapur",23.54066,87.363421,28.6
2,1315.125086,"Zirakpur,Chandigarh",30.662283,76.822397,57.3
2,1145.089586,"Sinhgad Road,Pune",19.164548,73.527868,85
2,600.0436395,"Kanjur Marg (East),Maharashtra",18.96,72.82,110
1,414.4062688,"Mulund (West),Mumbai",19.1759,72.9522,110
2,1047.668937,"Sector 4 Kharghar,Mumbai",19.031757,73.061962,100
2,840,"Sainik Colony,Faridabad",28.255907,77.065858,21
3,1779.007709,"Sector-100 Noida,Noida",28.542768,77.365736,90
2,771.0280374,"Ghodbunder Road,Lalitpur",24.69028,78.41889,99
3,836.3636364,"Wadala East,Lalitpur",19.014858,72.8662,230
3,1849.966056,"Gotri Road,Vadodara",22.312358,73.145436,54.5
2,1226.831421,"Bhimrad,Surat",21.12359,72.804292,41.7
2,55144.50867,"Dahisar (East),Maharashtra",19.256471,72.868815,9540
2,1149.161112,"Zirakpur,Chandigarh",30.662283,76.822397,50
1,605.0338819,"Ravet,Pune",18.651598,73.735448,25
1,560.0672081,"Warchiwadi, Achara, Tal- Malvan,Sindhudurg",16.05654,73.46875,20
2,1080.1469,"Brookefield,Bangalore",12.9657,77.7188,50
3,1450.044209,"New Town,Kolkata",22.5922,88.484911,82
3,915.1385027,"Chembur (East),Lalitpur",19.05871,72.89969,260
3,1062.011719,"Salt Lake,Kolkata",22.54111,88.33778,87
2,1160.037879,"Brahmin Street Near To Mahila Police Station,Kadapa",-6.239325,106.801507,49
3,1200.041741,"Mulund (West),Lalitpur",19.1759,72.9522,230
1,800,"Jankipuram Extension,Lucknow",26.936933,80.941263,35
3,1660.126773,"Jakkur,Bangalore",12.928575,77.585721,110
2,1275.207592,"Vesu,Surat",21.143354,72.770931,43
3,2283.539486,"Anna Nagar,Chennai",13.0846,80.2179,240
3,2300.172513,"Sector-91 Mohali,Mohali",30.698017,76.679016,120
4,4544.846946,"Sector-108 Noida,Noida",28.526624,77.376718,340
2,1150.22656,"Suresh nagar,Kakinada",16.977352,82.251217,33
3,859.0081319,"Majiwada,Maharashtra",19.218498,72.992114,150
2,1150.180743,"Kankhal,Haridwar",29.892311,78.000723,35
2,1027.108941,"Phase-3 Hinjewadi,Pune",18.5853,73.7413,61
3,1219.660934,"Pimpri Chinchwad,Pune",18.61862,73.80373,100
3,1912.386035,"Sector-128 Noida,Noida",28.522931,77.357078,86
2,895.2254642,"Noida Extension,Noida",28.579004,77.431173,27
3,1625.320787,"Sector 80 Faridabad,Faridabad",28.381971,77.347688,57
4,1619.87041,"Ganga Nagar,Meerut",29.005329,77.755632,45
3,2061.85567,"Koregaon Park,Pune",18.5333,73.9,270
3,1990.303649,"Sector-85 Mohali,Mohali",30.66486,76.706107,78
3,836.0427311,"Kanjur Marg (East),Mumbai",19.221571,73.042474,180
2,1268.001087,"Rajaji Nagar,Bangalore",12.9847,77.5491,140
2,981.6531114,"Vanagaram,Chennai",13.062455,80.156453,51.9
3,1840.020445,"Padur,Chennai",19.894104,102.136839,72
3,1746.153846,"Jyoti Nagar,Siliguri",29.974075,76.841097,45.4
3,1842.04467,"Kanakpura Road,Bangalore",12.896796,77.5724,160
1,699.6163394,"Upper Bazaar, Ponda,Goa",15.4,74.02,31
3,2386.309402,"Rajaji Nagar,Bangalore",12.9847,77.5491,350
2,1179.890561,"Electronic City Phase II,Bangalore",12.8458,77.6727,69
2,1081.081081,"Keshav Nagar,Pune",27.16726,75.709505,70
3,1954.129384,"Baner,Pune",18.558319,73.77588,190
3,1730.103806,"Doddakallasandra,Bangalore",12.880993,77.557654,90
3,1436.093825,"Noida Extension,Noida",28.579004,77.431173,60
1,600,"Ulwe,Mumbai",18.973908,73.025106,42
3,1909.059354,"Anantapura,Bangalore",13.1156,77.5652,110
1,533.0243337,"Paruthipet,Chennai",13.09,80.27,23
4,2250.027439,"JK Gram,Mumbai",18.96667,72.83333,410
2,900,"Wagholi,Pune",18.5823,73.983,45
1,530.055918,"Karanjade,Lalitpur",24.69028,78.41889,45.5
3,1450.326323,"Vinay Nagar,Gwalior",26.225345,78.156295,40
2,1007.947277,"Shilphata,Maharashtra",18.798889,73.323278,52
2,886.1320337,"Powai,Maharashtra",19.12,72.91,160
2,863.6363636,"Madhyamgram,Kolkata",22.7,88.45,26.6
3,927.3827534,"Punawale,Pune",18.637802,73.745912,61.3
3,1700.294718,"Gotri Road,Vadodara",22.312358,73.145436,75
3,1800.327332,"Navratna Complex,Udaipur",24.58333,73.68333,55
3,1280.081925,"Rajarhat,Kolkata",22.54111,88.33778,75
1,256.0028249,"Vikhroli (West),Mumbai",19.11333,72.921567,58
4,2500,"Hiranandani Meadows,Mumbai",19.227164,72.971621,480
3,1309.164149,"Rajarhat,Kolkata",22.54111,88.33778,65
3,1595.006935,"Indirapuram,Ghaziabad",28.63676,77.36315,92
4,1313.485114,"Sector 18 Kharghar,Maharashtra",19.047207,73.080342,180
2,735.2941176,"Kharar,Chandigarh",30.74,76.65,13.5
3,1151.808339,"Devanahalli Road,Bangalore",13.23,77.7,50
3,1000,"Anandapur,Kolkata",22.242796,87.779073,65
1,661.5878107,"Gannavaram,Vijayawada",16.753034,80.729469,16.5
3,2072.109407,"Whitefield,Bangalore",12.9958935,77.761394,150
2,567.8131084,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,140
2,790.1064926,"Saphale,Lalitpur",24.69028,78.41889,23
2,1250,"Sama Savli Road,Vadodara",22.340396,73.19706,40
3,1360.355358,"Kanchanpur,Varanasi",25.350121,82.373054,49
6,3500,"Worli,Lalitpur",19.0167,72.8167,1400
3,1255.082199,"Banashankari,Bangalore",12.96991,77.59796,71
3,2000,"Chitrakoot,Jaipur",26.91667,75.86667,65
2,980.1786103,"1st Phase JP Nagar,Bangalore",13.007723,77.594939,45
3,3200,"Mahalaxmi,Maharashtra",18.978006,72.806154,1000
3,755.5723461,"New Panvel,Mumbai",18.966114,73.148278,100
3,1493.280239,"Vytilla,Kochi",9.966018,76.318152,60
5,3200,"Jopling road lucknow,Lucknow",40.3276,-76.8861,180
2,1000,"Bodhgaya,Gaya",24.75,85.01667,35.5
3,1089.813801,"Jalukbari,Guwahati",26.154874,91.670312,39.8
3,1454.257007,"Belgharia,Kolkata",22.6581,88.3852,55
2,1171.450088,"Sector-34A Kharghar,Maharashtra",19.038205,73.06612,140
3,1559.900166,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,75
2,1170.046802,"Anand Nagar,Visakhapatnam",18.476532,73.820689,52.5
2,815.1620135,"Dargah Colony,Chennai",13.028627,80.252681,40
4,2872.062663,"Gariahat,Kolkata",22.517786,88.366066,330
2,907.0294785,"Basaveshwara Nagar Yelahanka,Bangalore",12.985039,77.54383,56
3,1210.992082,"Volagerekallahalli,Bangalore",12.880421,77.774422,52
2,1285.176158,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,58
3,1709.910044,"Indira Nagar,Bangalore",13.088349,77.391049,230
1,525.099769,"Mamdapur,Raigad",19.036377,73.299655,25
3,2500,"Worli,Lalitpur",19.0167,72.8167,560
3,1800.138472,"Sector-27 Panchkula,Panchkula",30.654432,76.879577,78
3,2150.117279,"Gotri,Vadodara",22.312358,73.145436,55
3,2059.732235,"Sector-91 Mohali,Mohali",30.698017,76.679016,100
2,1050.105011,"Pradeep Nagar,Vizianagaram",18.092898,83.395794,35
3,2049.54955,"Sector-75 Noida,Noida",28.576117,77.382136,91
2,925.0035577,"Malleshwaram,Bangalore",13.0097,77.5648,65
2,98.00078401,"Dodhpur,Aligarh",27.244478,77.782574,50
3,1369.863014,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,100
1,705.0378157,"Nageshwar Nagar,Pune",26.468199,72.869541,55
3,1800.504141,"Zirakpur,Chandigarh",30.662283,76.822397,50
3,2450.106914,"Vasanth nagar,Bangalore",12.9918,77.5944,550
3,2975.241738,"Hebbal,Bangalore",13.04034,77.591347,280
2,1100.110011,"Manish Nagar,Nagpur",21.094632,79.074805,40
3,1729.559748,"Kalena Agrahara,Bangalore",12.865219,77.59036,110
4,3242.241779,"Sector-107 Noida,Noida",28.546788,77.378494,280
1,649.8740554,"Rajendra Nagar,Indore",22.671609,75.828176,12.9
4,4279.069767,"4th Phase JP Nagar,Bangalore",12.905368,77.580403,460
3,1250,"Wright Town,Jabalpur",23.167719,79.924608,60
1,498.3277592,"Vijay Nagar,Vadodara",21.538081,74.468843,14.9
2,990.0990099,"Adajan,Surat",24.395822,78.989627,30
3,1600,"near Cng filling station, opposite Dudhdhara Dairy,Bharuch",21.7,72.96667,50
3,1775.147929,"Karapakkam,Chennai",12.925027,80.235348,84
2,1000,"Yendada,Visakhapatnam",17.776084,83.366665,46
2,750.0707614,"Sector-3 Vasundhara,Ghaziabad",28.65998,77.370279,53
3,1307.103248,"Paranjape Blue Ridge,Pune",18.52361,73.84778,99
3,1250.406504,"Chromepet,Chennai",12.95161,80.14097,76.9
3,1317.097416,"Noida Extension,Noida",28.579004,77.431173,53
3,1692.047377,"Hebbal,Bangalore",13.04034,77.591347,120
2,1255.155101,"Ahinsa Khand 1,Ghaziabad",28.9196,76.8972,70
1,450.0450045,"Tatichetlapalem,Visakhapatnam",17.7,83.25,20
3,1300,"Paruthipet,Chennai",13.09,80.27,52
4,4700.229789,"Aundh,Pune",18.556218,73.811303,450
4,2633.311389,"Konanakunte,Bangalore",12.8855,77.5638,240
3,1420.9928,"Begur Road,Bangalore",12.8706,77.6279,75
3,1533.742331,"Thanisandra,Bangalore",13.055985,77.622157,100
2,1265.229616,"Vrindavan Yojna,Lucknow",26.766594,80.949809,54
3,1620.2742,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,78
2,1099.611902,"Park Colony,Jamnagar",22.481143,70.055527,25.5
2,985.0543478,"Mira Road,Lalitpur",19.283359,72.864964,87
2,798.691667,"Shankar Pada,Mumbai",18.96,72.82,210
2,1150.05145,"Malad (West),Lalitpur",19.1849,72.8347,190
1,657.8324657,"Padegaon,Aurangabad",19.886498,75.295035,13.9
3,1431.15644,"Kalikapur,Kolkata",22.12703,88.518729,87
2,956.2339095,"Zirakpur,Mohali",30.65,76.82,26
3,1571.171171,"Korattur,Chennai",13.114624,80.188519,87.2
3,1645.244216,"Basavanna Nagar,Bangalore",15.333254,75.143954,96
3,1800.180018,"Marathahalli,Bangalore",12.95619,77.70194,80
2,1149.897331,"Sector - 51 Bhiwadi,Bhiwadi",28.78333,76.13333,28
2,1000,"Sector-73 Noida,Noida",28.588021,77.391359,24
2,1136.917896,"Kharadi,Pune",18.5438,73.9438,97.9
2,834.028357,"Wagholi,Pune",18.5823,73.983,40
3,1434.72023,"George Town,Allahabad",25.4481,81.8576,110
3,1538.246399,"Kharadi,Pune",18.5438,73.9438,110
2,1232.032854,"Hinjewadi,Pune",18.5853,73.7413,90
4,2400.573271,"Pholriwal,Jalandhar",31.261414,75.589997,67
2,1068.158698,"Electronic City,Bangalore",12.8458,77.6727,42
3,1320.132013,"Sector-78 Noida,Noida",28.560719,77.386208,64
3,1296.296296,"NH-24 Highway,Ghaziabad",28.66667,77.41667,42
3,1012.282359,"Kolshet Road,Lalitpur",24.69028,78.41889,150
3,1345.20277,"Sector-78 Noida,Noida",28.560719,77.386208,68
2,795.101444,"Garfa,Kolkata",22.504225,88.379757,43.5
3,1385.041551,"Sector-120 Noida,Noida",28.585757,77.396668,75
2,1199.904008,"7th cross extn,Pondicherry",11.93,79.83,50
2,1036.789298,"Chinchbhavan,Nagpur",21.15389,79.08306,37.2
3,1229.105211,"Electronics City Phase 1,Bangalore",12.840956,77.659441,100
3,1200.154859,"Jagatpura,Jaipur",26.832353,75.841749,31
2,1163.331782,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,100
3,1611.081226,"Zirakpur,Chandigarh",30.662283,76.822397,59.9
2,850.0303582,"Krishna Nagar, Manapakkam,Chennai",13.0133,80.17286,42
3,2800,"Kharadi,Pune",18.5438,73.9438,280
2,1135.149573,"Sector-20 Roadpali,Lalitpur",28.5822,77.3293,85
2,1053.124269,"Ravet,Pune",18.651598,73.735448,45
3,969.9769053,"Alapur,Palwal",28.177354,77.310722,21
3,1680.201624,"Roadpali,Mumbai",19.040066,73.115347,120
3,1352.028042,"Jogeshwari (East),Maharashtra",19.1347,72.8553,270
3,1150.086256,"Sonari,Jamshedpur",22.830053,86.158521,40
2,1354.096141,"Jakkur Plantation,Bangalore",13.074253,77.608668,80
2,763.1257631,"Madhyamgram,Kolkata",22.7,88.45,25
2,1195.96788,"Khalisha Kota,Kolkata",22.54111,88.33778,70
2,894.6894689,"Vaduthala,Kochi",10.0207,76.2741,49.7
1,321.0058182,"Andheri (East),Mumbai",19.1145,72.8712,96
3,1603.114623,"Konanakunte,Bangalore",12.8855,77.5638,140
2,1252.871163,"Indira Nagar,Bangalore",13.088349,77.391049,120
3,1577.644146,"Peer Muchalla,Panchkula",30.660437,76.861517,44.6
2,800,"Nishatpura,Bhopal",23.287034,77.432268,18
2,1515.151515,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,80
4,2626.123013,"Thanisandra,Bangalore",13.055985,77.622157,190
3,2127.659574,"Varthur,Bangalore",12.9407,77.7466,160
3,1630.257581,"Van Vrindavan Colony,Ranchi",19.075483,82.029995,50
3,1898.253607,"Sector-100 Noida,Noida",28.542768,77.365736,100
3,1424.813678,"Hinjewadi,Pune",18.5853,73.7413,65
3,1979.166667,"Sector-43 Noida,Noida",28.559513,77.353622,190
4,2303.18258,"Surya Enclave,Jalandhar",31.330804,75.605317,55
2,1000,"New Sama,Vadodara",22.340396,73.19706,25
3,1299.929095,"Noida Extension,Noida",28.579004,77.431173,55
3,1864.801865,"ECR,Chennai",12.931889,80.252422,96
1,577.9334501,"Sardarnagar,Bhavnagar",21.765,72.13694,13.2
2,1301.115242,"Whitefield,Bangalore",12.9958935,77.761394,70
3,157166.6667,"Whitefield,Bangalore",12.9958935,77.761394,9430
3,1500.141523,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,53
2,1055.11811,"New Panvel,Maharashtra",18.966114,73.148278,93.8
1,680.01443,"Taloja,Lalitpur",24.69028,78.41889,37.7
2,810.0810081,"Sunny Enclave,Mohali",30.664299,76.817624,18
3,974.025974,"Pammal,Chennai",12.975,80.13472,60
2,1522.104941,"Baner,Pune",18.558319,73.77588,99.5
3,1620.089105,"Dhaiya,Dhanbad",23.78,86.41,40
2,950.1613482,"Flat,Agartala",23.83333,91.26667,53
2,1150.404772,"Ganeshwadi,Valsad",20.595081,72.927574,27
2,978.1713344,"Kankarbagh,Patna",25.61,85.14139,47.5
2,950.1613482,"Keshav Nagar,Pune",27.16726,75.709505,53
2,1078.5735,"Badlapur,Lalitpur",24.69028,78.41889,37.2
2,996.5831435,"Chandivali,Maharashtra",18.58584,73.471734,210
2,1000,"VGP Layout,Bangalore",12.735983,77.852315,45
2,1080.059403,"Sector-35D Kharghar,Lalitpur",30.725549,76.755804,80
1,750,"Pimple Saudagar,Pune",18.5956,73.7981,60
2,1001.001001,"Gottigere,Bangalore",12.858535,77.590438,40
4,3542.857143,"Senapati Bapat Road,Pune",18.52361,73.84778,310
3,1250,"Vikas Nagar,Kanpur",26.897642,80.961744,55
1,444.9248976,"Balagere,Bangalore",12.93687,77.720248,39.1
3,1461.41855,"Sector 10 Kharghar,Lalitpur",19.033956,73.075342,150
2,2200.104767,"Kapurai,Vadodara",21.967569,72.605586,42
2,887.1146596,"Judges Enclave,Ghaziabad",28.66667,77.41667,40
